"","Date","Header"
"562",2018-02-02,"Apple IPhone Prices, Amazon Sales Show Big Tech Rally Has Legs"
"563",2018-02-02,"Apple Shares Climb on Signs of Demand for Priciest IPhone (1)"
"564",2018-02-02,"Apple Suppliers Point to IPhone Demand Weakness Before Earnings"
"565",2018-02-02,"BT Bet on Apple's Most Expensive iPhone Has Yet to Pay Off"
"566",2018-02-02,"Here's What Wall Street Is Saying About Apple's Earnings Report"
"567",2018-02-02,"The numbers are in. Apple Inc. sold 77.3 million iPhones in the fiscal first quarter, down 1 percent from a year
earlier and less than analysts’ projections of 80.2 million units. The Cupertino, California-based company also said
revenue in the three months ending in March will be $60 billion to $62 billion, below the $65.9 billion average
estimate of analysts compiled by Bloomberg."
"568",2018-02-02,"Laurene Powell Jobs Said in Talks for Stake in BuzzFeed News"
"569",2018-02-03,"IPhone `Super Cycle' Pronounced Dead as Handset Market Tumbles"
"570",2018-02-04,"BARRON'S ROUNDUP: Cisco Goes Green; GM Cruising; Classy Apple"
"571",2018-02-05,"Even Apple Executives, Facebook Billionaires Endorse Tech Diets
Silicon Valley insiders, concerned about the attention-sapping effects of modern technology, experiment with
ways to log off."
"572",2018-02-06,"Apple Cuts Back on Bond Buying in Advance of Bringing Cash Home"
"573",2018-02-07,"Apple HomePod Praised for Sound But Panned for Siri Integration"
"574",2018-02-07,"Billionaire Is Said to Be Near Deal to Sell Paris Apple Store"
"575",2018-02-09,"Apple Trades Trendsetting for Financial Savvy in HomePod: Gadfly
The speaker isn't innovative, but it helps extend the iPhone."
"576",2018-02-12,"Google's Next Android Overhaul Is Said to Embrace IPhone `Notch'"
"577",2018-02-12,"How Apple Plans to Root Out Bugs, Revamp IPhone Software
The company is shaking up its development program to focus more on key features and push back others to the
following year."
"578",2018-02-13,"‘Bank of Apple’ Is the Future for Prepaid Debit Card’s Inventor
Steve Streit runs payment systems that are the backbone for Apple Pay Cash, Uber, Intuit, and more."
"579",2018-02-13,"EMagin Executive Says Apple Didn't Invest in the Company (1)"
"580",2018-02-14,"Apple CEO Sees Dividend Hikes, Calls Succession a Priority"
"581",2018-02-14,"Apple Executive Bench Is Deep as CEO Succession Question Raised"
"582",2018-02-14,"Apple Is Said in Talks for Order From China Chipmaker: Nikkei"
"583",2018-02-14,"Wall Street is having second thoughts about Apple Inc., and that should worry the company’s shareholders, writes
Bloomberg Gadfly’s Shira Ovide. Among the analysts who track Apple, about two-thirds now say the company’s
shares are worth buying, according to data compiled by Bloomberg, the lowest percentage in nearly three years.
The last time Apple stock watchers were this (relatively) discouraged, the shares essentially treaded water for the
next two years. One bright spot: Chief Executive Officer Tim Cook told shareholders at the company’s annual
meeting Tuesday to expect higher dividends."
"584",2018-02-14,"Apple Stock Watchers Lose Some of That Loving Feeling: Gadfly
This echoes the last time the shares struggled."
"585",2018-02-15,"Berkshire Nearly Exits Entire IBM Stake; Adds Teva, More Apple"
"586",2018-02-15,"Tepper's Appaloosa Boosts Apple, Facebook as Others Bolt (1)"
"587",2018-02-16,"Apple Is Buffett's Top Equity Holding, Surpassing Wells Fargo"
"588",2018-02-16,"Apple’s New Spaceship Campus Has One Flaw – and It Hurts
Some distracted staff are walking into glass panes designed to foster collaboration"
"589",2018-02-19,"Apple Supplier Doubled Stock on Instagram Shots, Switch Console"
"590",2018-02-21,"Apple Is Said to Negotiate Buying Cobalt Direct From Miners"
"591",2018-02-21,"How Does Apple Define Its Success? Any Way It Wants: Gadfly
Measuring performance is tricky when the company not only moves the bar, but changes it."
"592",2018-02-21,"Spotify's Ek Is Special, But Not Mark Zuckerberg Special: Gadfly
Super-voting rights are par for the course in California, but the Swedish music streamer is a riskier bet."
"593",2018-02-22,"Apple Is Said to Plan Upgrades to Popular AirPods Headphones"
"594",2018-02-22,"Apple Loses Bid to Delay VirnetX Patent Trial in Texas"
"595",2018-02-26,"Apple, Samsung Open Their Wallets, Boosting World's Economy"
"596",2018-02-26,"Samsung, in Test for Lee, Responds to IPhone X With S9 (1)"
"597",2018-02-26,"Samsung, Testing Lee's Management, Responds to IPhone X With S9"
"598",2018-02-27,"Apple Can Turn Three Solid iPhones Into a Blockbuster: Gadfly
Product and price segmentation works for mature companies."
"599",2018-02-27,"Apple Is Said to Plan Giant High-End IPhone, Lower-Priced Model"
"600",2018-02-27,"Why Apple Is Going Bigger on Bigger iPhone Screens: QuickTake"
"601",2018-02-28,"Amazon, Apple Struggle to Sit Out NRA Gun-Control Debate"
"602",2018-03-01,"Amazon, Apple Struggle to Sit Out NRA Gun-Control Debate (1)"
"603",2018-03-01,"IPhone X Was Supposed to Start OLED Boom. It's Not Working Out"
"604",2018-03-02,"Bud Beer, Kisses, Apple Macs Caught Up in Aluminum Tariff Plan"
"605",2018-03-02,"IPhone X Was Supposed to Start OLED Boom. It's Not Working (1)"
"606",2018-03-03,"Apple's iPhone X Production Estimate Reduced at JPMorgan"
"607",2018-03-03,"Apple's iPhone X Production Estimate Reduced at JPMorgan"
"608",2018-03-05,"Apple Is Said to Turn Up Audio Ambition With High-End Headphones"
"609",2018-03-06,"Apple Cash Pressure on Ireland May Ease as Collection Nears"
"610",2018-03-06,"Apple's Irish Tax Billions Said Guarded by Bank of New York (2)"
"611",2018-03-07,"Apple Investors Should Look at Spotify and Shudder: Gadfly
The softer side of the business holds out the promise of fatter margins, but it's not that simple."
"612",2018-03-07,"Apple, Lenovo Caught in Crossfire as U.S.-China Trade War Looms"
"613",2018-03-07,"Putin's Video Games Are Just Virtual Reality: James Stavridis
Many of the weapons the Russian president bragged about are fantasy, but his chilling tone was a new reality."
"614",2018-03-09,"Apple's IPhone Maker Readies China's Biggest IPO Since 2015 (1)"
"615",2018-03-09,"Why Apple Should Just Go For It and Buy Aston Martin: Gadfly
James Bond's favorite carmaker would put the tech giant back in the autos race."
"616",2018-03-13,"Apple Buys Texture Magazine Service in Subscription Push (1)"
"617",2018-03-13,"Apple's Cue Suggests Company Won't Buy Netflix, Disney for Video"
"618",2018-03-14,"Amazon Is Said to Have Mulled Buying Texture Before Apple Deal"
"619",2018-03-15,"Apple, Facebook EU Revenue `Digital Tax' May Be 3%, FT Reports"
"620",2018-03-16,"Apple to Make Education-Related Announcement on March 27"
"621",2018-03-17,"Apple CEO Cook Meets Treasury Secretary Mnuchin at Headquarters"
"622",2018-03-19,"Apple Is Said to Develop Displays to Replace Samsung Screens (1)"
"623",2018-03-19,"Asian suppliers for Apple Inc. fell after the iPhone maker is said to be designing and producing its own device
screens for the first time at a secret manufacturing facility in Santa Clara, California. Samsung Electronics Co. erased
early gains while Japan Display Inc. fell as much as 4.8 percent and Sharp Corp. dropped 3.4 percent. Benchmark
indexes in South Korea and Japan extended declines after the news and U.S. stock-index futures hit session lows."
"624",2018-03-19,"Asian suppliers for Apple Inc. fell after the iPhone maker is said to be designing and producing its own device
screens for the first time at a secret manufacturing facility in Santa Clara, California. Samsung Electronics Co. erased
early gains while Japan Display Inc. fell as much as 4.8 percent and Sharp Corp. dropped 3.4 percent. Benchmark
indexes in South Korea and Japan extended declines after the news and U.S. stock-index futures hit session lows."
"625",2018-03-19,"Apple Inc. is designing and producing its own device displays for the first time, using a secret manufacturing
facility near its California headquarters to make small numbers of the screens for testing purposes, according to
people familiar with the situation. That puts Samsung Electronics Co.’s $3.4 billion a year relationship with Apple at
risk. The rival phone-maker was Apple’s fourth biggest supplier in 2017, according to data compiled by
Bloomberg."
"626",2018-03-19,"Apple Inc. is designing and producing its own device displays for the first time, using a secret manufacturing
facility near its California headquarters to make small numbers of the screens for testing purposes, according to
people familiar with the situation. That puts Samsung Electronics Co.’s $3.4 billion a year relationship with Apple at
risk. The rival phone-maker was Apple’s fourth biggest supplier in 2017, according to data compiled by
Bloomberg."
"627",2018-03-20,"LVMH Adds $5,200 Hublot to Roster of Priciest Smartwatches (1)"
"628",2018-03-20,"The Nasdaq 100 Stock Index fell for the fifth day and the most in almost six weeks on Monday as Facebook Inc.
and Apple Inc. led the declines. Reports that a political advertising firm retained information on millions of users of
the social-media site without their consent renewed fears that regulators may tighten control over the industry,
while Apple’s plan to design its own device displays roiled some of its biggest suppliers. The tech-heavy gauge is
testing its 50-day moving average."
"629",2018-03-22,"LG Innotek Co. has lost 1.36 trillion Korean won ($1 billion) in value after hitting an 8-year high in August and it
has Apple Inc. to thank. Amid reports of weaker-than-expected demand for the iPhone X product, JPMorgan
slashed its target price on the supplier by 6.9 percent to 135,000 won citing a series of iPhone X-related
component order cuts. LG Innotek, which derives about 46 percent of its revenue from Apple, will miss market
expectations for its first-quarter earnings and could see further downside if the Korean won continues to
strengthen, analysts led by Jay Kwon wrote in a report."
"630",2018-03-23,"Apple, Google, IBM CEOs Head to China With Trade War Brewing (1)"
"631",2018-03-23,"Apple, Google, IBM CEOs Head to China With Trade War Brewing (1)"
"632",2018-03-23,"Apple Spared From Trade War Carnage as FANG Stocks Sell Off"
"633",2018-03-23,"Apple Will Return to Its Roots With Education Tools and New iPad"
"634",2018-03-23,"DSS Soars After Patent Revived by Court in Apple Fight (1)"
"635",2018-03-23,"Goldman Chosen to Help Manage Apple's Tax Billions for Ireland"
"636",2018-03-24,"Apple's Tim Cook Calls for More Regulations on Data Privacy"
"637",2018-03-24,"Executives, Economists Voice Trade-War Concerns at China Forum"
"638",2018-03-24,"Executives, Economists Voice Trade-War Concerns at China Forum"
"639",2018-03-25,"Apple's Cook Stresses China's Growing Prowess as Trade War Looms"
"640",2018-03-26,"Apple Cobalt Supplier Seeking Ethical Supply With Industry Pilot"
"641",2018-03-27,"Apple Launches Low-Cost IPad for Education, Targeting Google"
"642",2018-03-27,"Apple's iPad Needs Schools More Than They Need It: Gadfly
The company has to surmount a huge classroom lead held by Google's Chromebook."
"643",2018-03-27,"Foxconn's Life After Apple Depends on a Bit of Nostalgia: Gadfly
Older names with consumer resonance are a theme of the Taiwan company's acquisitions."
"644",2018-03-27,"Huawei Unveils iPhone X Challenger as U.S. Criticism Piles Up"
"645",2018-03-28,"Apple Pursues Google in Education With $299 IPad, Software (1)"
"646",2018-03-28,"Apple Inc. is heading back to the classroom. The company on Tuesday pitched a refreshed version of its basic iPad
and software tailored for schools in an effort to regain U.S. market share lost to rivals. Chromebook laptops
powered by Alphabet Inc.’s Google software accounted for 60 percent of laptops, tablets and other mobile
computers shipped to K-12 schools in the third quarter of 2017, while iPads made up only 12 percent of sales,
according to Futuresource Consulting. As Bloomberg Gadfly’s Shira Ovide writes, schools have become a
battleground for technology companies to build loyalty among future buyers and Apple needs children to help
keep the iPad going."
"647",2018-03-28,"Apple Rolls Out Schoolwork Service, Education App Upgrades"
"648",2018-03-29,"Tim Cook's Right About U.S. iPhones, But Not for That Reason: Gadfly
It's the value-add that comes from America."
"649",2018-03-30,"Apple Is Ready for the Tech Backlash: Leonid Bershidsky
Tech's old-timers have business models based on selling things customers want to buy. That's especially useful
now."
"650",2018-03-30,"Apple Revamps Privacy Controls to Comply With New European Law"
"651",2018-03-30,"Hon Hai's Profit Beats Estimates Thanks to Demand for iPhone X"
"652",2018-04-03,"Apple Is Said to Plan Move From Intel to Own Mac Chips From 2020"
"653",2018-04-03,"Chipmakers Fall Most in 7 Weeks as Apple Ditches Intel Chips (1)"
"654",2018-04-03,"Facebook CEO Hits Back at `Glib' Comments by Apple's Cook (1)"
"655",2018-04-03,"Facebook Data Scandal Has Left Zuckerberg Isolated in Tech (1)"
"656",2018-04-03,"IRS Seen Blessing Tax Law Quirk That Could Help Apple, Microsoft"
"657",2018-04-04,"Apple Is Said to Work on Touchless Control, Curved IPhone Screen"
"658",2018-04-04,"Machinery, Tech, Autos Stocks Fall on U.S.-China Tariff Plans"
"659",2018-04-07,"Apple Hires Former Amazon Devices CTO for Software Role"
"660",2018-04-07,"Google, Thiel Feature in Saudi Prince's Silicon Valley Tour (1)"
"661",2018-04-09,"Apple Launches Red IPhone 8 to Keep Line Fresh Mid-Cycle"
"662",2018-04-10,"Apple's Entire Business Is Now Being Powered With Clean Energy"
"663",2018-04-10,"The rally in Apple Inc. since February has narrowed the gap between its stock and average analyst price target by
almost half, as the world’s largest technology firm shows continued resilience in the face of a wider selloff among
peers. By contrast, many of the company’s global rivals have fallen further behind analyst projections. In particular
the gap to target for Facebook Inc. has risen by 25 percent over the same period as the social media giant faces
the worst privacy crisis in its history."
"664",2018-04-11,"Apple Is the Richest Company, So Where Are the Billionaires? (1)"
"665",2018-04-11,"Apple Is the Richest Company, So Where Are All the Billionaires?"
"666",2018-04-11,"Apple Must Pay $502.6 Million to VirnetX, Federal Jury Rules (1)"
"667",2018-04-12,"Apple HomePod Disappoints With Slow Sales After Tardy Debut (1)"
"668",2018-04-14,"Apple Warns Employees to Stop Leaking Information to Media (1)"
"669",2018-04-17,"Apple Is Said to Plan Apple Music-Like News Subscription Service"
"670",2018-04-18,"Apple Investors May Be Braced for Disappointing Results: Nomura"
"671",2018-04-18,"Netflix's Best 1Q Yet, Apple's News Subscription Plans: TMT Wrap"
"672",2018-04-19,"Apple Falls as Mizuho Says 3Q Guidance Midpoint May Fall Short"
"673",2018-04-19,"Apple, Semiconductor Giants Slip After Taiwan Semi's Whiff (2)"
"674",2018-04-19,"Apple Jitters Mount Amid Concerns of Waning Smartphone Demand"
"675",2018-04-20,"Apple Downgraded at OTR as Chinese Channels Seek Local Options"
"676",2018-04-20,"Chipmakers' Rout Widens After TSMC Ignites Smartphone Fears (2)"
"677",2018-04-21,"Apple's Shares Slip Again as Concern Mounts Over IPhone Sales"
"678",2018-04-21,"AT&T, Verizon Said to Face U.S. Probe Over Mobile Technology (1)"
"679",2018-04-21,"Chipmakers Fight Three-Front Battle as FANGs Shine Without Apple"
"680",2018-04-23,"Apple's Shazam Buy Probed as EU Targets Music App's Data Trove"
"681",2018-04-24,"Apple Hires Samsung Executive to Lead South Korea Business"
"682",2018-04-24,"Apple Supplier AMS's Outlook Spurs Fears of Weak iPhone X Demand"
"683",2018-04-24,"Apple Teaches India’s Kid Coders to Win at the App Store
It needs the country’s young developers to help take market share from Google."
"684",2018-04-24,"Investors wondering if demand for the iPhone X has fizzled out may want to look at sales figures from its main
manufacturers for clues. Apple Inc.’s five largest device assemblers reported a sharp slowdown in monthly sales
after peaking at the end of last year, suggesting demand for the high-end device may have faded just a quarter
after its release. While Hai Precision Industry Co., Pegatron Corp. and three other key suppliers reported an 8
percent rise in their total sales across the March quarter, growth slowed sharply later in the period -- a drop that in
the past has presaged a downturn for Apple."
"685",2018-04-24,"IPhone Manufacturers' Slowing Sales Are a Bad Omen for Apple"
"686",2018-04-24,"Wall Street in `Panic Mode' as Apple May Cut IPhone Outlook: GBH"
"687",2018-04-24,"Sing It From the Mountains, iPhone Supercycle Is Dead: Gadfly
Austria’s AMS is suffering from its Apple exposure, but all is not lost."
"688",2018-04-25,"Apple, Amazon and Alphabet are Battling to Be in Your Car: BNEF"
"689",2018-04-25,"Apple Supplier STMicro Joins Choir Warning Weak Smartphone Sales"
"690",2018-04-25,"Apple's Cook to Meet With Trump Amid U.S.-China Trade Tensions"
"691",2018-04-25,"LG Display Surprise Loss Points to TV Challenge, iPhone Struggle"
"692",2018-04-25,"Murdoch, Kravis, Schwarzman Among Trump Guests at Macron Dinner"
"693",2018-04-26,"Apple Does Have a Cycle, But It’s Far Less Than Super: Gadfly
Optimism for iPhone sales has been replaced by angst about growth. "
"694",2018-04-26,"Apple's Cook Meets With Trump in Oval Office Amid Trade Tensions"
"695",2018-04-26,"Qualcomm Forecast Shows Chinese Phone Market on the Mend (2)"
"696",2018-04-26,"Samsung Sees Slow Demand for OLEDs Used for Apple's iPhone X"
"697",2018-04-26,"The iPhone Is Coming to Nokia's Rescue, This Time Around: Gadfly
Oddly, the Finnish giant is making much more money from mobile phone tech than its huge networks business."
"698",2018-04-27,"Apple Sours Technology Sector's Week as Earnings Anxiety Mounts"
"699",2018-04-27,"MiFID Deadline, Fed, Apple Results: Week Ahead in Functions"
"700",2018-04-30,"Apple Results to Show IPhone X Problem and Cook's Plan to Fix It"
"701",2018-05-01,"Apple Results to Show IPhone X Problem and Plan to Fix It (2)"
"702",2018-05-01,"IPhone Slowdown, Share Buybacks: What to Watch in Apple Results"
"703",2018-05-02,"Apple Boosts Share Buyback Plan by $100 Billion, Lifts Dividend"
"704",2018-05-02,"Apple Earnings Show Growing Immunity to Smartphone Malaise (1)"
"705",2018-05-02,"*APPLE SEES 3Q REV. $51.5B TO $53.5B, EST. $51.4B
Related ticker:
AAPL US (Apple Inc)"
"706",2018-05-02,"Apple Suppliers in Asia Gain as Forecasts Allay IPhone Concern"
"707",2018-05-02,"Apple Tops Sales Estimates on Services, IPhone Stability (1)"
"708",2018-05-02,"Apple's $22.8 Billion in Executed Repurchases Set Another Record"
"709",2018-05-02,"Apple's Services Growth, Stable IPhone Sales Calm Analyst Fears"
"710",2018-05-02,"I’m Sorry I Criticized You, Apple. You Win: Leonid Bershidsky
Tim Cook’s company is a rock of common sense in an industry that’s gone rogue."
"711",2018-05-02,"IPhone Slowdown, Buybacks: What to Watch in Apple Results (1)"
"712",2018-05-02,"What's Good for Apple Isn't Always Good for iPhone Suppliers"
"713",2018-05-04,"Apple Shares Hit Record After Buffett Increases Investment"
"714",2018-05-04,"Buffett Buys a Further 75 Million Apple Shares, CNBC Reports (1)"
"715",2018-05-04,"*BUFFETT SAYS BERKSHIRE BOUGHT 75M MORE APPLE SHARES IN 1Q: CNBC
Related tickers:
AAPL US (Apple Inc)
BRK/A US (Berkshire Hathaway Inc)"
"716",2018-05-05,"Apple's Corporate Bond Holdings Drop for First Time Since 2013"
"717",2018-05-05,"Apple's Eddy Cue to Be Deposed in Qualcomm Patent Battle"
"718",2018-05-07,"Apple Isn't the First Stock to Take a Shot at $1 Trillion"
"719",2018-05-10,"Apple, Goldman Sachs Are Said to Plan Joint Credit Card: WSJ"
"720",2018-05-10,"Apple Is Said to Plan Selling Video Subscriptions Through TV App"
"721",2018-05-11,"Apple Backs Alcoa, Rio Tinto to Develop Carbon-Free Metal Making"
"722",2018-05-11,"Apple Backs Clean Aluminum; Gold Rises, Finally: Materials Wrap"
"723",2018-05-11,"Apple Is Said to Pick Goldman Sachs to Issue Reward Credit Card"
"724",2018-05-11,"Apple Leaves Overseas Cash Out of Its Latest Quarterly Report"
"725",2018-05-12,"Harvard Endowment Goes All-In on Apple, Microsoft and Google"
"726",2018-05-14,"Apple CEO Lauds Gun-Control Activists; Jabs at Google, Facebook"
"727",2018-05-15,"Apple CEO Says He Told Trump Tariffs Are Wrong Approach to China"
"728",2018-05-16,"Appaloosa, Coatue and Citadel Led Fund Exodus From FAANGs (1)"
"729",2018-05-16,"Apple Gets Cut by T. Rowe, Fidelity Just Before Stock Rallies"
"730",2018-05-16,"Investors Cut Apple Holdings by Most Since at Least 2008 (1)"
"731",2018-05-16,"Microsoft Is Said to Plan Low-Cost Tablet Line to Rival IPad (1)"
"732",2018-05-18,"Apple to Fight EU Irish Tax Case Without U.S. Support Role (2)"
"733",2018-05-23,"Apple Partner TSMC Is Said to Start Making Chips for New IPhones"
"734",2018-05-23,"Hon Hai's FII to Raise $4.3 Billion in Marquee Chinese IPO (1)"
"735",2018-05-24,"Amy Schumer Takes Her Raunchy Humor to Spotify in Podcast Deal"
"736",2018-05-24,"Apple to Offer $50 Rebates for Full-Price IPhone Battery Swaps"
"737",2018-05-24,"Google Buys 20,000 SUVs, Apple Gets Two Dozen VW Vans: Alex Webb
The tech giant has changed down a few gears on its autos ambitions."
"738",2018-05-25,"Apple Says It Wasn't About Money After Samsung Loses Patent Bet"
"739",2018-05-25,"*APPLE WINS $539 MLN FROM SAMSUNG IN PATENT DAMAGES RETRIAL
Related tickers:
005930 KS (Samsung Electronics Co Ltd)
AAPL US (Apple Inc)"
"740",2018-05-25,"Apple's $539 Million in Damages Is a `Big Win' Over Samsung (2)"
"741",2018-05-25,"*APPLE WINS DAMAGES AGAINST SAMSUNG IN RETRIAL OVER PATENTS
Related tickers:
005930 KS (Samsung Electronics Co Ltd)
AAPL US (Apple Inc)"
"742",2018-05-26,"Apple Screen Wizards Throng L.A. Expo to Find Future Displays"
"743",2018-05-29,"IPhone Display Makers Dip on Report of 2019 Apple OLED Shift (1)"
"744",2018-05-29,"Japan Display, Sharp Slide on Report Apple to Use OLED Screens"
"745",2018-05-31,"Apple Is Set to Unveil Software That Helps Cure IPhone Addiction"
"746",2018-05-31,"Google Is Said to Plan Pixel Upgrades, Seeking IPhone Challenger"
"747",2018-06-01,"Apple Gets Target Boost at UBS as Narrative Shifts Beyond IPhone"
"748",2018-06-02,"Apple, Tesla, RBI, Trump-Abe, G-7 Meet: Week Ahead in Functions"
"749",2018-06-05,"Apple Adds More Fitness Features, Walkie-Talkie App to its Watch"
"750",2018-06-05,"Apple Announces Slew of New Anti-Addiction IPhone Controls"
"751",2018-06-05,"Apple Debuts New Tools; Facebook's New Privacy Concern: TMT Wrap"
"752",2018-06-05,"Apple Focuses on Performance, AR for IPhone Operating System"
"753",2018-06-05,"Apple Throws a Wrench in Facebook's Data Harvester: Shira Ovide
It's now essentially forcing people to repeatedly decide whether they will allow Facebook to track information on
their web browser actions."
"754",2018-06-05,"Apple to Fuse iOS, Mac Apps Making Developer Work Go Further (1)"
"755",2018-06-05,"Apple Upgrades Augmented-Reality Features With Multi-Player Mode"
"756",2018-06-05,"Apple Ups Privacy Controls in Growing Spat With Facebook (1)"
"757",2018-06-05,"Apple's $1 Trillion Chase: Unprecedented? Try Totally Logical."
"758",2018-06-05,"Apple's App Store Growth and Loyalty Looking Solid, Analysts Say"
"759",2018-06-05,"LG Display to Stay Reliant on LCDs Even as Phones Shift to OLED"
"760",2018-06-08,"Apple Drops in Europe Trading After Report on IPhone Order Cut"
"761",2018-06-08,"Apple Loves a Grudge But Is Too Big to Pick a Fight: Shira Ovide
Every hero needs a villain, even if it’s imaginary."
"762",2018-06-08,"Apple Said to Warn 20% Drop in New iPhone Parts Orders: Nikkei"
"763",2018-06-08,"Terry Gou’s FII Soars in China Debut After $4.3 Billion IPO (1)"
"764",2018-06-11,"Apple's Asia Suppliers May Move After Nikkei Report on Order Cut"
"765",2018-06-12,"China Phone Giant Xiaomi May Be Twice as Expensive as Apple (1)"
"766",2018-06-12,"Fitbit On The Tear As It Trails Behind Apple Watch, Analyst Says"
"767",2018-06-12,"There's a Special Place in Hell for Apple's Suppliers: Alex Webb
Breaking your dependence on the iPhone is painful and expensive."
"768",2018-06-13,"Apple Cracks Down on Apps Sharing Information on Users' Friends"
"769",2018-06-13,"IPhone Output Will Actually Rise in Second Half, Rosenblatt Says"
"770",2018-06-14,"Apple and Amazon Don’t Need to Buy Hollywood: Shira Ovide
Building a media empire is preferable to purchasing one."
"771",2018-06-14,"Apple to Close IPhone Security Loophole Used by Law Enforcement"
"772",2018-06-15,"Apple Is Said to Be Near Animated Movie Deal in Video Push (1)"
"773",2018-06-16,"Apple in Multi-Year Content Partnership With Oprah Winfrey"
"774",2018-06-16,"Apple Partners With Oprah Winfrey for Original Content Push (1)"
"775",2018-06-16,"Apple, Qualcomm Hearing Hinges on 5G and National Security (1)"
"776",2018-06-16,"Apple Says Problems With Maps App Resolved After Four Hours (1)"
"777",2018-06-16,"Not Even Oprah Can Sort Out Apple's Video Mess: Shira Ovide
There’s no strategy or communication. But, still, Oprah!"
"778",2018-06-18,"Apple Gets U.S. Supreme Court Review on iPhone App Fee Suit"
"779",2018-06-19,"Apple Supplier Is Worst China Performer After Screen Prices Drop"
"780",2018-06-19,"Apple to Pay A$9m Penalties for iPhone Misrepresentations: ACCC"
"781",2018-06-19,"Trump Admin. Told Cook IPhones Will Be Spared China Tariffs: NYT"
"782",2018-06-20,"Dialog Semiconductor Confirms Interest in Acquiring Synaptics"
"783",2018-06-20,"Tech CEOs Voice Opposition to Family Separations at Border (1)"
"784",2018-06-21,"Why Apple's AirPower Wireless Charger Is Taking So Long to Make"
"785",2018-06-22,"Apple Opens New Qualcomm Front: the Patent Office (Correct)"
"786",2018-06-22,"Apple's Main Supplier May Be Breaking Its Addiction: Tim Culpan
Foxconn’s reliance on one customer seems to be waning."
"787",2018-06-22,"Laurene Powell Jobs Is Said to Finance Documentary Movie Studio"
"788",2018-06-22,"Why Apple's AirPower Charger Is Taking So Long to Make (1)"
"789",2018-06-25,"Apple Is Said to Amplify Its Audio-Device Strategy in 2019"
"790",2018-06-28,"Apple Is Said to Get Second Supplier for OLED iPhone Screens (1)"
"791",2018-06-28,"Apple, Samsung Resolve Smartphone Design Fight After 7 Years (2)"
"792",2018-06-28,"Apple's Beats Owes $25 Million in Royalties to Early Developer"
"793",2018-06-28,"Intel Blows Keep Coming as Apple Modem Contract May Be at Risk"
"794",2018-06-30,"Apple Says TomTom Will Continue to Provide Data for Maps: Rtrs"
"795",2018-06-30,"TomTom Falls After Report Apple Is Building Own Maps Database"
"796",2018-07-02,"Amazon Closes on Apple in the $1 Trillion Stakes: Shira Ovide
Fans of the e-commerce giant push it closer to a come-from-behind victory."
"797",2018-07-02,"Danske's Payment App Takes a Big Step to Preempt Apple, Samsung"
"798",2018-07-02,"Goldman Says Buy Into Apple iPhone Assemblers, Casing Suppliers"
"799",2018-07-02,"TomTom Extends Drop After Apple Map Report Clouds Long-Term View"
"800",2018-07-05,"LeBron's Move to L.A. Shakes Up Tech World: Fully Charged"
"801",2018-07-06,"Apple PT Raised to $210 at Loop on Positive Positioning Into 2H"
"802",2018-07-10,"Apple Sticks to Vintage Strategy for Selling iPhones in India"
"803",2018-07-10,"Microsoft Debuts $399 Surface Go Tablet, Taking on Cheaper IPads"
"804",2018-07-10,"Sorry, Apple. These Are The Five Best Laptops for Travelers
The MacBook has been dethroned."
"805",2018-07-10,"Top House Republicans Question Apple, Alphabet on Privacy (1)"
"806",2018-07-11,"Apple's New AI Chief Takes on Oversight of Siri From Federighi"
"807",2018-07-11,"Ex-Apple Employee Charged With Stealing Secrets for Chinese Firm"
"808",2018-07-12,"Apple Debuts Upgraded Pro Laptops Ahead of Fall Product Blitz"
"809",2018-07-12,"Apple Hit with Infringement Suit Over Do-Not-Disturb iPhone Mode"
"810",2018-07-13,"Adobe Is Said to Plan Photoshop for IPad in App Strategy Shift"
"811",2018-07-13,"Apple, Suppliers to Invest $300 Million in Clean Energy in China"
"812",2018-07-13,"Broadcom's M&A Confounds, Apple's Speedy MacBook Pro: TMT Wrap"
"813",2018-07-13,"Comcast CEO Speed-Dates With Apple, Google Chiefs in Sun Valley"
"814",2018-07-14,"Adobe Is Said to Plan Photoshop for IPad in Strategy Shift (2)"
"815",2018-07-15,"Stakes on Plane; Apple Departures; Migrant Order: Saturday Wrap"
"816",2018-07-16,"Apple Is Said to Lose Key Execs as Strategy in India Falters (1)"
"817",2018-07-17,"Ex-Apple Engineer Pleads Not Guilty to Trade Secret Theft (1)"
"818",2018-07-17,"TomTom Shares Catch Break After Apple Turmoil With Guidance Hike"
"819",2018-07-20,"European Apple Suppliers May Rise After Skyworks Beats Estimates"
"820",2018-07-20,"The fledgling U.S.-China trade war will take a toll on companies from both sides, with some tariffs in place and
the potential to escalate into consumer boycotts. More than a dozen American firms cited revenue exceeding $5
billion from Greater China last year, with chipmakers Intel Corp. and Qualcomm Inc. near the top. If boycotts were
to unfold, the squeeze could be on Apple Inc., which received 20 percent of its $229 billion of global sales from
the region, apparel maker Nike Inc. and even Procter & Gamble Co., whose 8 percent generated $5.2 billion
worth of shampoo, soap and diaper revenue within its borders."
"821",2018-07-23,"Apple's IPhones Trail Samsung, Google Devices in Internet Speeds"
"822",2018-07-23,"It’s Apple vs. Amazon in the Race to $1 Trillion: Fully Charged"
"823",2018-07-23,"The Trade War Is Already Hurting American Gadget Makers
The pain is affecting small startups that make earbuds, e-cigarettes and smart-home products and could spread to
Sonos and even Apple."
